date,ticker,close
2016-01-14,AAPL,22.438663482666016
2016-01-15,AAPL,21.899795532226562
2016-01-19,AAPL,21.79383087158203
2016-01-20,AAPL,21.823143005371094
2016-01-21,AAPL,21.712657928466797
2016-01-22,AAPL,22.867055892944336
2016-01-25,AAPL,22.420629501342773
2016-01-26,AAPL,22.544641494750977
2016-01-27,AAPL,21.063304901123047
2016-01-28,AAPL,21.214374542236328
2016-01-29,AAPL,21.947145462036133
2016-02-01,AAPL,21.741971969604492
2016-02-02,AAPL,21.30230712890625
2016-02-03,AAPL,21.723928451538086
2016-02-04,AAPL,21.898483276367188
2016-02-05,AAPL,21.31361961364746
2016-02-08,AAPL,21.53803825378418
2016-02-09,AAPL,21.53350830078125
2016-02-10,AAPL,21.370288848876953
2016-02-11,AAPL,21.24107551574707
2016-02-12,AAPL,21.30681800842285
2016-02-16,AAPL,21.90755271911621
2016-02-17,AAPL,22.24305534362793
2016-02-18,AAPL,21.8214111328125
2016-02-19,AAPL,21.77153205871582
2016-02-22,AAPL,21.961957931518555
2016-02-23,AAPL,21.465505599975586
2016-02-24,AAPL,21.785139083862305
2016-02-25,AAPL,21.934755325317383
2016-02-26,AAPL,21.96876335144043
2016-02-29,AAPL,21.918886184692383
2016-03-01,AAPL,22.789384841918945
2016-03-02,AAPL,22.83926010131836
2016-03-03,AAPL,23.0092830657959
2016-03-04,AAPL,23.35158348083496
2016-03-07,AAPL,23.093154907226562
2016-03-08,AAPL,22.90273094177246
2016-03-09,AAPL,22.92313575744629
2016-03-10,AAPL,22.93446922302246
2016-03-11,AAPL,23.18156623840332
2016-03-14,AAPL,23.240495681762695
2016-03-15,AAPL,23.707487106323242
2016-03-16,AAPL,24.022584915161133
2016-03-17,AAPL,23.98405647277832
2016-03-18,AAPL,24.011253356933594
2016-03-21,AAPL,24.00899314880371
2016-03-22,AAPL,24.192617416381836
2016-03-23,AAPL,24.058870315551758
2016-03-24,AAPL,23.954578399658203
2016-03-28,AAPL,23.84576988220215
2016-03-29,AAPL,24.410236358642578
2016-03-30,AAPL,24.836416244506836
2016-03-31,AAPL,24.70720672607422
2016-04-01,AAPL,24.933897018432617
2016-04-04,AAPL,25.1900577545166
2016-04-05,AAPL,24.893085479736328
2016-04-06,AAPL,25.15378761291504
2016-04-07,AAPL,24.605186462402344
2016-04-08,AAPL,24.632400512695312
2016-04-11,AAPL,24.714008331298828
2016-04-12,AAPL,25.035903930664062
2016-04-13,AAPL,25.39861488342285
2016-04-14,AAPL,25.412221908569336
2016-04-15,AAPL,24.90215492248535
2016-04-18,AAPL,24.36489486694336
2016-04-19,AAPL,24.23568344116211
2016-04-20,AAPL,24.285554885864258
2016-04-21,AAPL,24.022584915161133
2016-04-22,AAPL,23.95685386657715
2016-04-25,AAPL,23.820837020874023
2016-04-26,AAPL,23.65534782409668
2016-04-27,AAPL,22.175050735473633
2016-04-28,AAPL,21.497241973876953
2016-04-29,AAPL,21.250141143798828
2016-05-02,AAPL,21.227474212646484
2016-05-03,AAPL,21.57657814025879
2016-05-04,AAPL,21.352155685424805
2016-05-05,AAPL,21.265483856201172
2016-05-06,AAPL,21.146888732910156
2016-05-09,AAPL,21.162853240966797
2016-05-10,AAPL,21.306541442871094
2016-05-11,AAPL,21.098997116088867
2016-05-12,AAPL,20.604076385498047
2016-05-13,AAPL,20.64512825012207
2016-05-16,AAPL,21.411453247070312
2016-05-17,AAPL,21.322509765625
2016-05-18,AAPL,21.566539764404297
2016-05-19,AAPL,21.484439849853516
2016-05-20,AAPL,21.71708106994629
2016-05-23,AAPL,21.993040084838867
2016-05-24,AAPL,22.32830810546875
2016-05-25,AAPL,22.72059440612793
2016-05-26,AAPL,22.900772094726562
2016-05-27,AAPL,22.887083053588867
2016-05-31,AAPL,22.77532958984375
2016-06-01,AAPL,22.45602798461914
2016-06-02,AAPL,22.287254333496094
2016-06-03,AAPL,22.332866668701172
2016-06-06,AAPL,22.494800567626953
2016-06-07,AAPL,22.586027145385742
2016-06-08,AAPL,22.565502166748047
2016-06-09,AAPL,22.727432250976562
2016-06-10,AAPL,22.54041290283203
2016-06-13,AAPL,22.200584411621094
2016-06-14,AAPL,22.22795867919922
2016-06-15,AAPL,22.154964447021484
2016-06-16,AAPL,22.248485565185547
2016-06-17,AAPL,21.74216079711914
2016-06-20,AAPL,21.6897029876709
2016-06-21,AAPL,21.87444305419922
2016-06-22,AAPL,21.79233741760254
2016-06-23,AAPL,21.917783737182617
2016-06-24,AAPL,21.301977157592773
2016-06-27,AAPL,20.991806030273438
2016-06-28,AAPL,21.34531593322754
